 # sweep    Energy    eta
        4060  -737.07105045150684        7.6447946740376888E-002
        4061  -737.58669267591654        8.2784403035698062E-002
        4062  -738.92463855919175        8.4019966630268117E-002
        4063  -727.69379706560653        8.2937844981313430E-002
        4064  -721.32769324158903        8.8164339234443972E-002
        4065  -722.45572539174168        8.4644644129235211E-002
        4066  -730.10432780769031        9.3373720760260875E-002
        4067  -732.51039268685395        9.0479964449237171E-002
        4068  -729.78112142513362        8.6067203485891919E-002
        4069  -732.52328992771550        8.5749024814597646E-002
        4070  -733.41770039981589        8.7838402503744722E-002
        4071  -731.85166585209811        8.5116191912522038E-002
        4072  -726.27800340584179        9.0479959056211187E-002
        4073  -719.56598694107447        9.2684611624281044E-002
        4074  -722.87605012030292        9.2341969300821877E-002
        4075  -726.52318558930460        9.4591991978586448E-002
        4076  -726.81463498212861        9.0815692240507007E-002
        4077  -730.24733509683722        8.1718180017017930E-002
        4078  -722.80736942199189        7.4216031761786233E-002
        4079  -721.58219170171026        8.1869645704685565E-002
        4080  -716.42285815596108        8.3864497675580810E-002
        4081  -723.70522244580889        8.8327742430850509E-002
        4082  -727.37277271597350        8.8001206856476027E-002
        4083  -728.64802955538175        8.2937825207392582E-002
        4084  -731.92449881902746        8.8984447681328849E-002
        4085  -735.48127244285331        8.3864492676867353E-002
        4086  -737.02553394380527        8.7513660303441598E-002
        4087  -733.29425434037444        8.2478330931797197E-002
        4088  -733.85002694592004        8.5273940610354981E-002
        4089  -733.82811837694805        8.6546660745067436E-002
        4090  -732.68480120336494        8.0815209134374316E-002
        4091  -728.64143996101257        8.6707081251419058E-002
        4092  -729.53630271633222        8.2478326015705733E-002
        4093  -725.56440547641159        8.6867799108802324E-002
        4094  -725.78280979570752        8.6546660745067450E-002
        4095  -722.38051390404758        9.6359991558953334E-002
        4096  -723.46974808768289        9.0815665175325619E-002
        4097  -722.95915962633751        8.9646019419776873E-002
        4098  -721.79837401172063        8.9314610355806526E-002
        4099  -726.74638422848534        9.4942949238380467E-002
        4100  -728.87233902869559        9.0312525887815950E-002
        4101  -727.45739823689803        8.7513639438561552E-002
        4102  -726.07411266191502        8.7190113491523530E-002
        4103  -723.42291557860563        9.2684572953255634E-002
        4104  -727.16430267582234        9.1490856900520293E-002
        4105  -730.85734951720451        9.2856364989931231E-002
        4106  -729.95304463301534        8.5116151325968614E-002
        4107  -729.75653799201814        8.2478306351342789E-002
        4108  -729.48668183222992        8.3709301429311420E-002
        4109  -731.42915262266217        8.1869611546014645E-002
        4110  -728.65761827432141        8.1566950797598917E-002
        4111  -731.48791285218067        9.1660436369285447E-002
        4112  -734.82333738352202        8.9646003389820914E-002
        4113  -734.50042561247665        8.5273915196744113E-002
        4114  -730.46670949049735        8.4958669203677686E-002
        4115  -730.79780028511288        8.3091521807108507E-002
        4116  -728.98535970611817        8.8327700312910901E-002
        4117  -729.79214832451623        8.2478301435252810E-002
        4118  -731.87124752870443        8.6867773220184671E-002
        4119  -738.24282176554323        8.4175643518875090E-002
        4120  -737.51818918805873        7.9332375751100193E-002
        4121  -732.94061272063914        8.7513618573686489E-002
        4122  -730.21156145450720        8.7190092703783056E-002
        4123  -733.43260397982988        9.0983966052287965E-002
        4124  -735.94699930016304        8.8984399946364146E-002
        4125  -737.65891433846355        8.7028778557135367E-002
        4126  -739.24442114749638        9.3373653974195281E-002
        4127  -739.68481086879478        8.7190092703783070E-002
        4128  -740.82047173618673        8.6867762864739781E-002
        4129  -738.79084179314282        9.2341908756728680E-002
        4130  -734.98522432870220        8.5431961300579798E-002
        4131  -737.23487590436321        8.5116131032699216E-002
        4132  -742.92752342809013        9.2171057519438632E-002
        4133  -742.47150147112973        8.3709281471461117E-002
        4134  -739.01009387607371        8.8164265664416958E-002
        4135  -740.29290574959782        8.3864442689749338E-002
        4136  -738.59179815489313        8.7513608141250837E-002
        4137  -734.14731116964640        8.4801463291530141E-002
        4138  -736.55243828648338        9.0983955206154668E-002
        4139  -732.14775314355404        9.5826095469826747E-002
        4140  -728.89415702099643        8.6226663330310052E-002
        4141  -731.82235744579236        8.6707034738128561E-002
        4142  -732.56878963912709        8.4801463291530127E-002
        4143  -735.77024402433801        8.3709276481999273E-002
        4144  -737.42533278999281        8.8164260409417369E-002
        4145  -737.72356799520276        8.3864437691039156E-002
        4146  -738.98246730405674        8.9149323037806927E-002
        4147  -739.44997337388668        8.3245513153999695E-002
        4148  -732.87235257964664        8.5273889783140752E-002
        4149  -730.49404717676180        9.2341892244710108E-002
        4150  -729.73359222847091        8.6226658190800540E-002
        4151  -727.34261849302345        8.3554397363166208E-002
        4152  -731.24483642845416        8.5590300326006771E-002
        4153  -730.96082720042989        8.5273884700420993E-002
        4154  -729.99265596902740        9.3200877133630886E-002
        4155  -732.88886973389526        9.1152589693053954E-002
        4156  -733.38514461043872        9.1660403588964767E-002
        4157  -729.05120626207497        9.2171046531792936E-002
        4158  -729.31791153491065        8.9314562443728734E-002
        4159  -723.46883245189338        8.3399809773093372E-002
        4160  -727.92731260598589        8.7028757807860055E-002
        4161  -727.36193990162360        8.2021328580832151E-002
        4162  -718.78184430144665        9.0479872767839170E-002
        4163  -723.22772565191599        8.3709261513615477E-002
        4164  -727.19701519655746        8.8984368123068452E-002
        4165  -726.20081774941536        8.6226642772273876E-002
        4166  -722.92867567285236        8.9978593846075067E-002
        4167  -725.75957083977300        9.2171030050326924E-002
        4168  -735.21167776105062        8.6067111145849737E-002
        4169  -734.48778147966163        8.1869567627744333E-002
        4170  -730.62799516378436        8.0070309806415718E-002
        4171  -730.16346127613826        8.5116100592804042E-002
        4172  -731.67560088832010        8.4801438018728345E-002
        4173  -733.07927899252797        8.5273869452263493E-002
        4174  -729.19969692906329        8.8164234134424091E-002
        4175  -732.64547833789641        8.8655399809108235E-002
        4176  -735.95642309904792        9.2513032575706144E-002
        4177  -740.39716956684083        9.2171024556505582E-002
        4178  -739.36676593201605        9.2684512184533968E-002
        4179  -738.85163456882276        8.5748927704889427E-002
        4180  -733.20130804038297        8.0815136879979071E-002
        4181  -731.40444066169084        8.6707003729282001E-002
        4182  -730.70467857599624        8.4801432964168894E-002
        4183  -731.77245861151243        8.4487933673247792E-002
        4184  -730.14221604277998        8.1869557868131923E-002
        4185  -732.79914778135276        8.3864407698784338E-002
        4186  -733.97877574636459        8.2021309025425843E-002
        4187  -738.98318257296114        8.0964928765688379E-002
        4188  -739.87588249554335        8.1415986887537650E-002
        4189  -739.15526268419933        8.4175588329040457E-002
        4190  -740.44810687180268        8.3091462375441974E-002
        4191  -740.98239603590025        8.3554367481790431E-002
        4192  -737.68763639511417        8.8001107196199579E-002
        4193  -734.55957446940272        8.5273854204108740E-002
        4194  -731.36990471249123        8.6546573049201311E-002
        4195  -735.11793657395958        9.0312445142161621E-002
        4196  -741.20953884926496        8.2021299247724444E-002
        4197  -741.97311678060464        7.6589534421242611E-002
        4198  -742.54647817375826        7.4906316556138872E-002
        4199  -739.70039522296815        8.1869548108520651E-002
        4200  -742.00156998177488        8.2325645892702581E-002
        4201  -742.11388795676726        7.9039042994095574E-002
        4202  -741.08983444021135        8.0218706801431963E-002
        4203  -740.77716129628311        8.6067090625853826E-002
        4204  -743.05436936976696        8.4958603372596225E-002
        4205  -742.27973337868036        8.0815122429107794E-002
        4206  -739.66863473116462        7.6873721482788773E-002
        4207  -741.02484925263525        8.0218702020024596E-002
        4208  -740.22559088757259        8.3709231576856044E-002
        4209  -735.71080404368706        8.4958598308669003E-002
        4210  -730.73935447483018        9.1152546228122439E-002
        4211  -732.95963470005222        9.4242169133698026E-002
        4212  -732.43642571050509        8.8001091460376796E-002
        4213  -736.39956038943490        8.7675763469931542E-002
        4214  -740.97097471346069        8.6546557573469490E-002
        4215  -741.84029646071201        8.3091447517532030E-002
        4216  -738.91684085154395        8.0516350384332164E-002
        4217  -739.12332808982057        8.3245458574005907E-002
        4218  -739.58343995513087        8.7675758244048982E-002
        4219  -734.93805165452250        8.7351632965976228E-002
        4220  -735.90283591002492        9.1152535361892842E-002
        4221  -735.43787706125374        9.2512993976269137E-002
        4222  -736.72607720023689        8.2478222777852522E-002
        4223  -735.28325784545996        8.6867690376659881E-002
        4224  -736.90956238179592        9.0647535140512131E-002
        4225  -735.16645918456732        9.0312423609999387E-002
        4226  -737.26484844141805        8.7513540330449210E-002
        4227  -737.05178590398521        8.8819686663564809E-002
        4228  -730.87128467406546        8.9314503884557486E-002
        4229  -735.19294695124836        8.6546547256316483E-002
        4230  -731.91631082865729        9.2856265365912932E-002
        4231  -733.66106217628794        9.0815551501652020E-002
        4232  -733.13588561542576        8.4801397582261281E-002
        4233  -735.99732099472794        8.4487898422142244E-002
        4234  -737.56072068275557        8.4958583116889155E-002
        4235  -736.79273343395175        8.7028700747378604E-002
        4236  -736.61493120844239        8.8327610812355753E-002
        4237  -732.42397158726124        9.1321482304191556E-002
        4238  -727.74645853036270        8.7675747792284750E-002
        4239  -731.25953922563713        8.9812072394372819E-002
        4240  -734.61112533792618        8.7028695560063971E-002
        4241  -734.67878979278885        8.5116054932981841E-002
        4242  -730.74204931872077        8.6386418611793026E-002
        4243  -728.65519896532510        8.0665578849378625E-002
        4244  -729.91829727848994        7.9626659498428440E-002
        4245  -730.68255099816088        8.1566858424037741E-002
        4246  -733.36892625629741        7.9774253281086935E-002
        4247  -732.03626050882008        8.1718048505980218E-002
        4248  -729.90130902731539        8.2937696677022291E-002
        4249  -730.89214047562632        8.1869513949890491E-002
        4250  -728.31737784328948        8.0070257308246851E-002
        4251  -731.66151232722279        8.2784245137130633E-002
        4252  -727.60763927579217        8.3245438726744309E-002
        4253  -725.40207768450682        8.3709201640107311E-002
        4254  -729.33647229877272        9.3200799360790829E-002
        4255  -724.97715597600450        8.8655341682117542E-002
        4256  -725.76203634794354        8.7513519465597711E-002
        4257  -725.43424146806251        9.0479797265581183E-002
        4258  -723.35817944558517        8.6867664488074564E-002
        4259  -725.05086299518132        8.4175538156495006E-002
        4260  -722.48801167485647        8.3864352713011833E-002
        4261  -719.60417970936442        8.1265302381106463E-002
        4262  -721.84520407129025        7.9479324573373547E-002
        4263  -725.99259300897563        8.2173282689551888E-002
        4264  -730.30595714536059        8.0367350083975025E-002
        4265  -724.07622022858175        7.5743202528085932E-002
        4266  -729.09051059096055        8.3554307719071075E-002
        4267  -729.94415879636790        8.5590208497625900E-002
        4268  -723.30123487037758        8.7675716436999479E-002
        4269  -726.77798434920885        8.6546511146290514E-002
        4270  -731.06120765443995        8.8655320545039440E-002
        4271  -728.38587829966764        8.5116024493113923E-002
        4272  -723.49618645294561        8.0964866029197016E-002
        4273  -726.51104366436755        7.7732588158900037E-002
        4274  -730.60007435243767        7.8165638811274543E-002
        4275  -736.22620715405128        8.2325591915820590E-002
        4276  -737.19711642674827        8.6706936543485949E-002
        4277  -738.12124084366440        8.4801367254923571E-002
        4278  -736.04787953860330        8.2937676903136803E-002
        4279  -735.02663377921488        8.2631067663281585E-002
        4280  -729.97224465655358        7.3668176914176556E-002
        4281  -732.61990170191325        7.6873675662493784E-002
        4282  -731.43648517847600        8.4019791351141557E-002
        4283  -730.70854313465543        8.4487868206920544E-002
        4284  -733.98864174630990        8.6546516304864707E-002
        4285  -737.20757174373068        8.9480017454729291E-002
        4286  -737.14785207813043        8.9978513398979096E-002
        4287  -734.39582111084292        9.2170947643041123E-002
        4288  -730.75999747848505        8.5273793211517041E-002
        4289  -721.03515802545280        8.7351591313481622E-002
        4290  -724.97505989069327        8.7838229729880771E-002
        4291  -726.95186656019769        8.9149222077303053E-002
        4292  -728.10705733537316        8.7189978371298785E-002
        4293  -727.45071718697579        9.3546606139191107E-002
        4294  -731.06229052258254        8.8164155309491371E-002
        4295  -731.76955208300797        8.7028659248870058E-002
        4296  -728.26908737659517        9.1660299784693297E-002
        4297  -729.56875151153974        8.8819644311047816E-002
        4298  -725.10025889856365        8.9314461296093314E-002
        4299  -727.02577570766607        8.8164150054498389E-002
        4300  -726.59238719080963        9.3719990379211360E-002
        4301  -725.93238469957168        8.7513493384540328E-002
        4302  -726.12479256610561        7.7301927464127423E-002
        4303  -724.16498324209431        8.6067018805906628E-002
        4304  -724.83157538063233        8.1114925770138471E-002
        4305  -726.15306190854176        8.8655304692234121E-002
        4306  -726.72931781649470        8.7513482952119553E-002
        4307  -724.84504983545673        8.4801341982150419E-002
        4308  -726.73089008203817        8.2173253302101110E-002
        4309  -728.39271476999500        8.0367321342375966E-002
        4310  -730.12178684644960        8.4644447366119840E-002
        4311  -730.18622440782519        8.5116004199874640E-002
        4312  -723.27753160987663        8.7189957583590466E-002
        4313  -725.15293006754268        8.7675695533482145E-002
        4314  -723.13134240685702        8.4175508052981962E-002
        4315  -724.05322883595227        7.6447764474485591E-002
        4316  -726.06379050922840        8.4331528429468103E-002
        4317  -724.10899791980694        8.4019766311296096E-002
        4318  -722.92969249983344        8.9314440001868833E-002
        4319  -726.90169734971107        8.8984256741623316E-002
        4320  -721.87501324768846        8.9479990787609889E-002
        4321  -726.80664904196931        8.6706905534674472E-002
        4322  -726.51559479801210        8.8819623134796855E-002
        4323  -735.34868238955482        9.2684401696051161E-002
        4324  -730.06823031634713        9.3200749363999219E-002
        4325  -732.69342958485720        8.6226534842664584E-002
        4326  -733.43421511904671        8.6706905534674444E-002
        4327  -731.18665505994591        8.6386361972461662E-002
        4328  -736.22030435692136        8.5273762715237483E-002
        4329  -736.01971089870528        9.4942762490218713E-002
        4330  -736.92279800898598        8.7838193080922972E-002
        4331  -729.73533761711974        8.5115988979948376E-002
        4332  -729.06566313707572        8.2478149036607759E-002
        4333  -727.17334417874349        7.9922058711054261E-002
        4334  -728.77239890464762        8.6546469877707810E-002
        4335  -725.76755403567142        7.9332229165315057E-002
        4336  -721.64841560058699        8.1265253943225937E-002
        4337  -725.61019645194961        8.6386346525377786E-002
        4338  -726.60400441983211        8.3709136777188317E-002
        4339  -725.94702183374159        8.1114896761185579E-002
        4340  -730.37262857344820        7.9332224436745855E-002
        4341  -729.96645910686539        8.2021196581930023E-002
        4342  -727.41036243054884        8.9645821717186353E-002
        4343  -729.80862468577254        8.8491242772334056E-002
        4344  -727.37786475802523        8.3399665613752727E-002
        4345  -722.05609352407748        8.8655262418100567E-002
        4346  -723.64733797246697        8.5115968686717614E-002
        4347  -722.23709394638854        8.2478129372286976E-002
        4348  -723.68869369250456        7.4906213866628157E-002
        4349  -727.75867831778874        7.3941471330809208E-002
        4350  -721.61302530069531        7.7158861847691010E-002
        4351  -713.03679817223576        8.2784166187959710E-002
        4352  -715.94236209399253        8.8000976064428763E-002
        4353  -717.25930708207147        9.2684363025113334E-002
        4354  -717.55671534653538        8.7351523628220323E-002
        4355  -720.85991729824411        8.6226493726658540E-002
        4356  -724.29792944546125        9.0815443241142588E-002
        4357  -724.06036881404020        9.6538360111026011E-002
        4358  -721.90102205393612        9.0983770822085974E-002
        4359  -718.67478743669176        9.6717295191291838E-002
        4360  -716.68389452448116        8.9479937453395081E-002
        4361  -716.67756114119277        7.9774158182822824E-002
        4362  -713.31911896378176        7.8746719740998089E-002
        4363  -720.44484053764688        8.7675632822960231E-002
        4364  -711.39363713984073        9.2341705108706137E-002
        4365  -716.84064891456694        9.1152404967238060E-002
        4366  -719.13123026546555        9.3373442485302341E-002
        4367  -723.16860785871245        8.6386305333167573E-002
        4368  -721.81307534850430        8.4487782597184410E-002
        4369  -719.29809230121066        8.5748769262969940E-002
        4370  -717.55726100449601        7.7158838852561626E-002
        4371  -721.83120998159859        8.1265210349158221E-002
        4372  -719.63732428971332        8.1717941348994669E-002
        4373  -720.11098832760842        8.4487777561320268E-002
        4374  -721.62507115933454        8.4175437811493573E-002
        4375  -723.72703281237534        8.7028571064605126E-002
        4376  -724.17642437662494        8.0516220807427666E-002
        4377  -728.69066509506899        8.9645773627432937E-002
        4378  -729.77798241900416        8.7675617145336740E-002
        4379  -724.16667827063816        9.2341688596723981E-002
        4380  -726.67001240848492        8.7838130254173780E-002
        4381  -729.71802146125663        8.6706833180824297E-002
        4382  -733.50492591300599        9.0479678619302853E-002
        4383  -731.54197365514881        8.8491195301944880E-002
        4384  -727.89483421033901        8.4175427777000017E-002
        4385  -729.07636485656769        8.8655220143987176E-002
        4386  -728.83021480574428        8.3554208114633585E-002
        4387  -725.86763590430098        8.6386284737069802E-002
        4388  -728.95211641170044        8.5273686474586427E-002
        4389  -728.82722162740367        7.8165540971597725E-002
        4390  -731.23907586687631        8.1566732018281254E-002
        4391  -730.90928712435675        8.4331442978147750E-002
        4392  -717.97593430732468        8.9645757597520873E-002
        4393  -718.48117446222932        8.9314349501471574E-002
        4394  -718.79160892020957        8.4958436263156953E-002
        4395  -714.00560259685517        8.3091293985950998E-002
        4396  -720.12590785917860        7.9774124898457199E-002
        4397  -716.18138386226940        8.4019681175877589E-002
        4398  -717.34758737737729        8.7675601467716108E-002
        4399  -719.19421415146485        8.8984166575793652E-002
        4400  -721.26535326705073        8.4644356552528499E-002
        4401  -723.28781251378109        8.5907680096662928E-002
        4402  -721.67777514105330        9.3893589645328082E-002
        4403  -726.96007694142236        9.3546477895597571E-002
        4404  -720.88376791213364        8.8984161271924170E-002
        4405  -725.37659210962659        8.8655199006938107E-002
        4406  -734.70583811015536        8.9149099862109227E-002
        4407  -733.49750639850276        9.0479657047269027E-002
        4408  -741.84795253933771        8.9314338854372080E-002
        4409  -738.71621659991911        8.4175402690771409E-002
        4410  -738.60495658520119        8.7838098840816101E-002
        4411  -735.09988646738566        8.7513373411776604E-002
        4412  -732.70264053386302        9.1321313565627268E-002
        4413  -735.66428579046442        9.1830067427449674E-002
        4414  -732.67841266489006        9.4067617002977000E-002
        4415  -734.13845067963541        9.0312251352885661E-002
        4416  -733.65471416067214        8.5907669855670027E-002
        4417  -731.24288522348672        8.4801235836585526E-002
        4418  -731.60371531370322        7.9185372953602298E-002
        4419  -734.20537710367159        8.4175397673526567E-002
        4420  -731.60141631244778        8.5431721970254518E-002
        4421  -731.38037858560097        7.4078465389369338E-002
        4422  -734.26173356439926        7.8020900284842418E-002
        4423  -731.79987573245330        8.4487732238556684E-002
        4424  -723.64996315111478        8.7351450736459127E-002
        4425  -718.94652284306255        8.2325454520280478E-002
        4426  -725.22560595457367        8.7513357763167363E-002
        4427  -726.47004701667652        8.8819501371452211E-002
        4428  -723.54559035284581        8.7675564886612142E-002
        4429  -721.59338087150513        9.2341633556804900E-002
        4430  -726.25247012271939        8.7028514004246105E-002
        4431  -728.56528514473166        8.7513352546964907E-002
        4432  -730.62082847326053        8.4801215618397749E-002
        4433  -729.98939669153640        9.1830040059960982E-002
        4434  -731.52196601152468        9.0647329826207310E-002
        4435  -734.81690364551264        9.1152328903775670E-002
        4436  -731.26322889583025        8.6706776331413007E-002
        4437  -730.00442317338263        8.3245270025211621E-002
        4438  -730.86788362194534        8.9314306913081107E-002
        4439  -731.76036886238444        8.8163997659837359E-002
        4440  -731.32356543511753        8.7028503629639403E-002
        4441  -731.45020793410742        8.5907634012204470E-002
        4442  -730.98940027416097        8.3245260101602728E-002
        4443  -728.01241268298031        8.3709022019839541E-002
        4444  -728.18500726214188        8.5748692597630169E-002
        4445  -732.43593159677425        8.6226401215716522E-002
        4446  -731.85382627901947        8.1265137692430697E-002
        4447  -727.21466289705654        9.0479608510211626E-002
        4448  -718.07911633527249        8.5273625482114715E-002
        4449  -716.44060676100389        8.1869333397367280E-002
        4450  -719.74603253659859        8.2325429985386722E-002
        4451  -723.28761375345300        8.5907628891710566E-002
        4452  -724.87858405965778        8.3245255139798677E-002
        4453  -725.47796324262333        8.8491121459167973E-002
        4454  -724.74651622847944        9.2341606036857635E-002
        4455  -722.02288251602226        9.2000231758108092E-002
        4456  -725.46616212946628        8.5115852000734668E-002
        4457  -727.91119640855720        8.4019616072380496E-002
        4458  -728.74009123283463        7.7732425996253268E-002
        4459  -724.80091447355278        7.8165475745214652E-002
        4460  -723.96873956755132        7.7876508679870490E-002
        4461  -723.16765590474301        8.1265123161092995E-002
        4462  -726.26716537849813        7.9479149292100940E-002
        4463  -732.57535018238468        8.2173101467106408E-002
        4464  -732.89754607042755        8.8984092321649597E-002
        4465  -732.37655912142066        8.6226375518250256E-002
        4466  -733.25828339360703        9.3373325610067087E-002
        4467  -734.33901644230036        9.1321248247557080E-002
        4468  -735.36420332663670        8.4487676844100829E-002
        4469  -734.77492556475056        8.5748661931513440E-002
        4470  -736.68023335011924        9.2000209823546147E-002
        4471  -739.02845133419112        8.2784037895717671E-002
        4472  -739.69493185770170        8.0218467731411752E-002
        4473  -737.75940846225046        8.1415734543837576E-002
        4474  -737.93162691196608        8.1114751716576880E-002
        4475  -739.07590528764274        7.6447600435554985E-002
        4476  -737.69125953846992        8.0516120025535126E-002
        4477  -737.94517671577239        7.9479125605472142E-002
        4478  -736.05734919024758        7.9185302156393481E-002
        4479  -735.11664837598732        8.0367148892997717E-002
        4480  -737.05226504596078        8.6226354960282775E-002
        4481  -734.36393355669577        8.0516115226400550E-002
        4482  -734.01593302084200        8.6386181756654842E-002
        4483  -732.22536483395345        8.8491084537802647E-002
        4484  -730.24756644435888        8.5748646598459224E-002
        4485  -731.93310005571630        9.2000193372628158E-002
        4486  -733.57302105730128        8.8327363370116291E-002
        4487  -735.20426866525099        8.9645656074811106E-002
        4488  -740.14661243337639        8.8491079263323155E-002
        4489  -738.07984008106905        9.0647270393205914E-002
        4490  -736.03821862151642        8.8655103890279446E-002
        4491  -733.55511646891534        8.7513284736361358E-002
        4492  -731.06959980203567        8.5589994231786912E-002
        4493  -731.88296996485599        8.7675496950316706E-002
        4494  -728.14040601443844        9.2341562004959105E-002
        4495  -732.66367794974735        9.4591574758472172E-002
        4496  -728.03165880787355        9.1660075786402784E-002
        4497  -732.52099026219810        8.8819427254715505E-002
        4498  -730.86784431508022        8.7675491724450022E-002
        4499  -732.92659790897642        8.8163934600054714E-002
        4500  -730.71435945104156        8.6226344681300873E-002
        4501  -726.71823611017885        8.1265084410871824E-002
        4502  -733.34275666106782        8.7189754903694280E-002
        4503  -733.30172632891333        7.9185287996959328E-002
        4504  -731.70842891777045        8.1869279719666968E-002
        4505  -732.54222503817346        8.1566620197967829E-002
        4506  -733.53364745172701        8.6706703977670704E-002
        4507  -729.50143253417582        9.3893466522539451E-002
        4508  -731.92674771217526        8.1415705427307153E-002
        4509  -735.83446189692279        8.3399496599670747E-002
        4510  -737.47090224137696        8.7837994129704819E-002
        4511  -738.98337054420210        8.0516096029865009E-002
        4512  -738.14967869811062        7.5883389983476768E-002
        4513  -739.76503604038260        7.9921882453389395E-002
        4514  -737.58300617631551        7.4629149054161029E-002
        4515  -736.78761254365247        8.4644240513081406E-002
        4516  -739.91349551445876        8.7513263871570782E-002
        4517  -740.65698219064484        9.1321199259035105E-002
        4518  -738.24342549127709        9.0983597284480397E-002
        4519  -731.76217588768225        9.4942536129303048E-002
        4520  -734.44070944557939        9.2000160470800924E-002
        4521  -733.93836496839936        9.8707476903531585E-002
        4522  -736.53623180819943        9.0479533008174115E-002
        4523  -738.86205283071286        8.4487631521391257E-002
        4524  -738.68727555613896        7.9626412700635335E-002
        4525  -741.92448982791757        8.3091170170366602E-002
        4526  -742.52890538799909        8.9148972333390017E-002
        4527  -742.89458611134603        9.3028081756192316E-002
        4528  -744.37324046011997        9.0983591861435578E-002
        4529  -738.47735666510914        8.9811783321137387E-002
        4530  -738.43783848697569        8.6226318983851455E-002
        4531  -737.11140405187257        9.0815259198572917E-002
        4532  -737.59613578216988        8.7189734116039266E-002
        4533  -739.83249723334643        8.0665324023492621E-002
        4534  -737.45880125824101        7.7445004463556011E-002
        4535  -742.41120059920581        7.6447563982507113E-002
        4536  -739.37168639136212        7.6164947801819594E-002
        4537  -738.65762721701049        7.7301715516937097E-002
        4538  -732.36990013269406        8.0665319215464784E-002
        4539  -733.22114587434146        7.7444999847474175E-002
        4540  -731.92257316998428        7.7876448336472573E-002
        4541  -725.34997446739897        8.0516076833334102E-002
        4542  -724.80996208446584        8.6386140564523206E-002
        4543  -719.93877240074335        8.5273544158886966E-002
        4544  -721.64329975950750        8.6546258376530710E-002
        4545  -723.49232441301842        8.5431599759283272E-002
        4546  -727.63967146370919        8.9148956392312989E-002
        4547  -727.44023136164037        9.0479511436175025E-002
        4548  -734.60583377898172        9.0983575592303023E-002
        4549  -732.79378085684607        9.4942513493241204E-002
        4550  -733.30345930717795        9.8160597644917233E-002
        4551  -732.87253140009182        8.6706667800822201E-002
        4552  -731.99188780548764        8.8819379608274546E-002
        4553  -732.17432265810498        8.2173023100767364E-002
        4554  -728.58165995523871        8.8163887305247324E-002
        4555  -728.88686392027080        8.2325336752857289E-002
        4556  -729.96916429167402        8.3554048747780871E-002
        4557  -727.31495627555103        8.0218405573323256E-002
        4558  -721.78892250930369        7.9185245518672051E-002
        4559  -722.19238163875946        8.4175262208029206E-002
        4560  -724.20367159105183        8.1566576442234751E-002
        4561  -722.48634279152429        8.5907526481897506E-002
        4562  -724.29247561385364        9.0479500650177375E-002
        4563  -728.18664573312742        8.8491021244069337E-002
        4564  -729.79173203126209        8.5748585266269689E-002
        4565  -727.43442726074738        8.3864077784689753E-002
        4566  -730.02661101641945        8.5907526481897506E-002
        4567  -728.58852559031038        7.8746546075389931E-002
        4568  -728.85683258108020        8.5273523828092140E-002
        4569  -727.05004357479606        9.1490431545666606E-002
        4570  -723.40474537998148        8.7837952245295295E-002
        4571  -723.96996111390376        8.2020986361894921E-002
        4572  -726.20637524447932        8.6386119968464750E-002
        4573  -727.59540470653485        8.4487601306265064E-002
        4574  -730.49442335520519        8.4175262208029178E-002
        4575  -732.29888166053627        8.4644205196759553E-002
        4576  -734.70999450010447        8.5115760681381367E-002
        4577  -734.53676596526873        7.9479068757591836E-002
        4578  -734.72598543685967        7.9921849107388435E-002
        4579  -733.03225331493468        8.1114688863993659E-002
        4580  -731.93890271091220        8.3864077784689683E-002
        4581  -727.70874459228105        9.6003298356162309E-002
        4582  -729.07573471443402        9.3028048486763618E-002
        4583  -728.73034746999986        9.2684136524229951E-002
        4584  -726.05014456239849        9.0647205557248811E-002
        4585  -725.61466946199596        8.8655040479230354E-002
        4586  -731.66156478280902        8.5907521361410014E-002
        4587  -726.35016824787942        8.8819363726133208E-002
        4588  -729.88428342470559        8.5273518745394156E-002
        4589  -722.92054215754570        8.8983996852126893E-002
        4590  -720.37307210623908        8.8655035194978304E-002
        4591  -726.70923622121779        9.0815221307501914E-002
        4592  -731.49760745705100        8.9645581268677429E-002
        4593  -735.80089768508788        8.8491005420643046E-002
        4594  -733.97019282284600        9.4067443190263653E-002
        4595  -728.68407724472695        8.8655024626475176E-002
        4596  -732.11432861721062        9.2512641067876641E-002
        4597  -736.64957935823338        8.9645570582092021E-002
        4598  -732.31575826642029        8.4487576127001474E-002
        4599  -733.38256912519239        8.8163855775389821E-002
        4600  -726.79885750624226        8.0814794876718013E-002
        4601  -729.14225150920606        8.5907500879463264E-002
        4602  -732.07320390587176        8.9645565238799782E-002
        4603  -729.87899274157655        8.8490989597219627E-002
        4604  -726.63994182099816        9.0647178542280382E-002
        4605  -727.52616243078296        8.7028363572569781E-002
        4606  -731.33296479166540        8.9148913882788033E-002
        4607  -731.78360317930071        8.4019495881441489E-002
        4608  -737.36567968308736        8.0665271135202082E-002
        4609  -732.53008208218500        9.3200449383813569E-002
        4610  -733.19381185719010        9.3719671969388005E-002
        4611  -728.71330460497745        9.5118445295451493E-002
        4612  -729.77434026973958        9.2170618014634609E-002
        4613  -730.85281990537237        8.6066726396740317E-002
        4614  -727.67065418628238        8.4175227087380261E-002
        4615  -725.69290162246079        8.7837915596453320E-002
        4616  -718.16426558819160        8.3554008906115168E-002
        4617  -716.93366581721671        8.9645554552216275E-002
        4618  -719.56074262264167        8.9314147206797673E-002
